participant,side,Sampler,seed,fold,sigma_noise,A_repulsion,gamma,sigma_update,eta_learning,sigma_boundary,alpha,train error,test error
QP0121,Asym_right,CMA-ES,1,2,0.237156116805878,0.18189633534687752,0.6942677485667409,0.1728332781102705,2.5864175695860387,4.0628934581210485,0.6387318337086461,0.15781112839311762,0.6575850091732723
QP0121,Asym_right,CMA-ES,2,1,0.27484459671630773,0.16865033998651627,0.21253152762721306,0.4943470511393135,1.0047877989257366,7.661123946963096,0.5753119695685842,0.23313614625258378,0.6245662060847799
QP0121,Asym_right,CMA-ES,2,2,0.25474125744600856,0.35568803277687205,0.15362121178056865,0.07607353986031011,2.5989445317757056,3.3942523079440967,0.42160690185190397,0.23409238792423165,0.4981055643196
QP0121,Asym_right,CMA-ES,3,1,0.23534345160040088,0.12043125029214358,0.4074434739054249,0.11618735725724554,1.2570010156913827,1.2258561876370133,0.4271785374606285,0.28507492926137423,0.3122924926249483
QP0121,Asym_right,CMA-ES,3,2,0.22709733465509901,0.10295214537367696,0.7961980262499572,0.05457251431555849,1.5949985435758167,5.943862596780702,0.5035512806275171,0.13697697026571415,0.7068975759368847
QP0121,Asym_right,CMA-ES,4,1,0.2368188926976093,0.0028428029250429088,0.03733589657759036,0.33775571583130326,0.11882871536124473,2.0577410395914404,0.4659652946288233,0.2582432838030122,0.2771994305725559
QP0121,Asym_right,CMA-ES,4,2,0.24591855603999702,0.20056466394421538,0.5361884714005324,0.34885608994472417,1.3767793929531436,3.2283799643018902,0.6119475394220385,0.14638684231643695,0.475428727044221
QP0121,Asym_right,CMA-ES,5,1,0.10158908180676104,0.29396500378870527,0.8712453046103235,0.033727666630535065,1.833146707814105,5.260142756600359,0.5811180036174781,0.6156738596121516,0.23183333367219927
QP0121,Asym_right,CMA-ES,5,2,0.2364274810593287,0.09063878123736104,0.57883382935803,0.3801709989070352,1.3784532632415165,4.355069617892807,0.846967644026169,0.08732869952644777,0.905180531019898
QP0121,Asym_right,CMA-ES,6,1,0.12152264159180079,0.35337309253280824,0.3355453970365056,0.24263240234993333,1.1416997679744962,5.619897397978735,0.4346699053894619,0.2287671390693095,0.43349289235764255
QP0121,Asym_right,CMA-ES,6,2,0.30016148809109044,0.18648533121259053,0.5958494459518386,0.25624964912084325,1.3603543255951953,5.331038477283253,0.8223911774841581,0.17900860744941366,0.5675515009049019
QP0121,Asym_right,CMA-ES,7,1,0.23014474421956316,0.11564834653539767,0.8378305270651208,0.20660684666441795,0.5292730106603053,6.10341557886114,0.4832349609069333,0.45208195809192536,0.4024317541163256
QP0121,Asym_right,CMA-ES,7,2,0.2712916010524778,0.2979073711632638,0.7966096844207423,0.3337710153053364,1.3078057841761754,7.123887993765307,0.701434910332467,0.2666694446378029,0.42966779860617765
QP0121,Asym_right,CMA-ES,8,1,0.21836119550130978,0.22313161759342953,0.9564669114509609,0.5060179423521528,0.9061498610578583,3.594556279349827,0.8087825378009836,0.33344941913280335,0.3015151953125717
QP0121,Asym_right,CMA-ES,8,2,0.1962579272755251,0.21322545445232213,0.4210362832335603,0.2579562321334585,1.6832184552772782,6.785926298712737,0.7557501254305714,0.14470849286790544,0.40078712645114734
QP062,Asym_right,CMA-ES,1,1,0.28381239999398594,0.29247125697763987,0.851544064782552,0.2704472495747539,1.3838704155802726,4.993846637469727,0.6326061959003525,0.02681754206266793,0.036838207202238314
QP062,Asym_right,CMA-ES,1,2,0.2810421519442978,0.05960925193378368,0.865428907785081,0.3483219476979414,0.38656524753585153,4.727306635690657,0.756206804446991,0.017860279011827483,0.01627384685987019
QP062,Asym_right,CMA-ES,2,1,0.22337642234677868,0.15981292885980294,0.8384223164951279,0.3098356990417897,1.44339926847597,4.123986150102888,0.7378280894011401,0.013367318288285034,0.02920928354697755
QP062,Asym_right,CMA-ES,2,2,0.22337642234677868,0.15981292885980294,0.8384223164951279,0.3098356990417897,1.44339926847597,4.123986150102888,0.7378280894011401,0.024578873611482713,0.00819762019208866
QP062,Asym_right,CMA-ES,3,1,0.2505637132204013,0.3250766819579888,0.9184256443947173,0.2773130049267972,1.9946483247116005,4.737267878353814,0.5714288686726143,0.014019684480279753,0.024585895444023044
QP062,Asym_right,CMA-ES,3,2,0.260713721700146,0.3305271677392807,0.9742790273398666,0.35099355544330313,2.34172907431736,3.1709085202357197,0.7172454732573881,0.01194536137879697,0.022024901248693628
QP062,Asym_right,CMA-ES,4,1,0.20512545776008384,0.17229479104390272,0.8831648276085127,0.18859133690037427,2.3286009087346025,2.7503488372454235,0.7071456515904792,0.01977104419458524,0.022193924543777777
QP062,Asym_right,CMA-ES,4,2,0.24524379491030396,0.26295571951459895,0.9721427865711864,0.3077927193139459,2.2077187853743143,4.596767130332483,0.69706700584552,0.015318777317979721,0.014555590265743882
QP062,Asym_right,CMA-ES,5,1,0.32249887042009234,0.2501720455700151,0.9271329266298216,0.3549839649991917,1.1387197541104819,4.062617722997872,0.7653515918360349,0.020899395745874752,0.013449466790089248
QP062,Asym_right,CMA-ES,5,2,0.2371747044087647,0.10421367860036046,0.9209654490413776,0.3005619028531678,2.553187319515274,5.141814564602232,0.868137008600517,0.008790492618199391,0.023448730419435865
QP062,Asym_right,CMA-ES,6,1,0.26166946988064943,0.09552369392086732,0.9010291790528755,0.22887655543508612,1.4145627281313127,1.3064146605423321,0.8802035022596486,0.01880621067358056,0.021034281970659895
QP062,Asym_right,CMA-ES,6,2,0.24195430601959755,0.05963990934626097,0.8611545151193065,0.5002964734482668,0.733917683905391,7.599947529237474,0.9130490665735504,0.01681350363695286,0.016122179104494698
QP062,Asym_right,CMA-ES,7,1,0.22435972494162165,0.06842939189885325,0.8296494225163391,0.2681319490799814,2.6957515088639563,1.15360926663001,0.8461778763347262,0.022486220409338294,0.017869791297145953
