participant,Sampler,sigma_noise,A_repulsion,gamma,sigma_update,eta_learning,sigma_boundary,alpha,lambda_A,lambda_B,train_error
6269770,TPE,0.10391004876176285,0.4964119011670211,0.3593820379296758,0.20115436415490423,0.016788386170726408,1.3330978977142245,0.5754359860704101,0.022114935459120192,0.008210175961461862,0.007753990694438418
6269757,TPE,0.10375392582618882,0.18033943586913434,0.4574751294354219,0.4486851829575143,0.18081604784723046,3.39271308167058,0.7373176087555406,0.14201947641755827,0.14362929414010145,0.021030185625484997
6269881,TPE,0.020657576281022084,0.31823329357983227,0.328404181836391,0.5015812357707207,0.14146383000936594,4.783192490934345,0.29312336758932134,0.021179624159410212,0.021179919049734222,0.004989009715484383
6357507,TPE,0.1491393922111863,0.16812789908991255,0.3884803920864448,0.10472781539232817,0.015382226186737093,0.1377005318822011,0.7770361634354188,0.17874193558317564,0.15091731192143235,0.04085019479474814
6357495,TPE,0.039209367248373414,0.3699513674400714,0.5399959054064918,0.4181923798080316,0.08397360835238384,1.3930843776922799,0.4029709235952498,0.01327789381400303,0.011034071629684715,0.013939281939759898
6357501,TPE,0.2625452026079701,0.40539396801608146,0.4953774946884045,0.21083358906316457,0.08759863166324128,7.027690853289611,0.48550642780899034,0.10021411128964718,0.10333212337823078,0.013836570883124311
6357497,TPE,0.03753768523347489,0.4009204440932872,0.3713572590080841,0.15122034910760507,0.12263211500047116,5.951429330556538,0.6788515495708443,0.02999153936730478,0.00793719119466465,0.009530646823911214
6357556,TPE,0.0419699666886485,0.29890696944103967,0.20715701184430463,0.1584766041833859,0.11441554252906422,2.7318671824217517,0.8071523094627018,0.02130141788557416,0.016292724997571204,0.010854342207058493
6357698,TPE,0.06405279348629479,0.11450012385342273,0.5665929005644518,0.39249394392638615,0.09048644393332607,8.461329694613918,0.48876842839511075,0.09220007934413825,0.047874146419159984,0.020830274624792155
6357829,TPE,0.09338862444021152,0.027578233788956755,0.8575295085534133,0.3015976136239312,0.1337766157651734,1.3993944965992726,0.42068262203063267,0.004625702698648317,0.0,0.00621720366646012
